,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
0,CHACARITA,-34.588064710563,-58.4526819611767,Sede Central de Whisky,-34.58675,-58.450596,Whisky Bar
1,CHACARITA,-34.588064710563,-58.4526819611767,El Imperio de la Pizza,-34.58689,-58.454967,Pizza Place
2,CHACARITA,-34.588064710563,-58.4526819611767,Santos 4040,-34.58882175927474,-58.449863144987596,Theater
3,CHACARITA,-34.588064710563,-58.4526819611767,Donnet,-34.588333,-58.450745,Vegetarian / Vegan Restaurant
4,CHACARITA,-34.588064710563,-58.4526819611767,Albamonte Ristorante,-34.58780313871125,-58.45307528972626,Argentinian Restaurant
5,CHACARITA,-34.588064710563,-58.4526819611767,Fábrica de Churros Olleros,-34.586982571813174,-58.45364041688449,Bakery
6,CHACARITA,-34.588064710563,-58.4526819611767,Roll'in Luí Alimentos,-34.584607935688084,-58.44949522155735,Vegetarian / Vegan Restaurant
7,CHACARITA,-34.588064710563,-58.4526819611767,Elote,-34.585587,-58.449929,Venezuelan Restaurant
8,CHACARITA,-34.588064710563,-58.4526819611767,Bar Palacio (Museo Fotográfico Simik),-34.5844245452703,-58.45350078580689,Café
9,CHACARITA,-34.588064710563,-58.4526819611767,Charlone 101,-34.584695,-58.447002,Restaurant
10,CHACARITA,-34.588064710563,-58.4526819611767,Anchoita,-34.58959525228549,-58.44562679529189,Tapas Restaurant
11,CHACARITA,-34.588064710563,-58.4526819611767,Funes Birreria,-34.583389685099654,-58.4514284772889,Brewery
12,CHACARITA,-34.588064710563,-58.4526819611767,Lekeitio Bodegón Vasco,-34.58880977229412,-58.450204714556975,Spanish Restaurant
13,CHACARITA,-34.588064710563,-58.4526819611767,Pizzería Santa María,-34.587237630096844,-58.45400534570217,Pizza Place
14,CHACARITA,-34.588064710563,-58.4526819611767,Almacén Comunal,-34.58687268086234,-58.45034631058062,Beer Bar
15,CHACARITA,-34.588064710563,-58.4526819611767,Dance And Move,-34.584492664151234,-58.44947858116521,Dance Studio
16,CHACARITA,-34.588064710563,-58.4526819611767,Don Cosme,-34.582664,-58.448917,Deli / Bodega
17,CHACARITA,-34.588064710563,-58.4526819611767,Megaphoto,-34.58250073946665,-58.44875602573868,Photography Lab
18,CHACARITA,-34.588064710563,-58.4526819611767,El Galpón de Guevara,-34.58734350437123,-58.44936615957711,Indie Theater
19,CHACARITA,-34.588064710563,-58.4526819611767,Sandwicherias NuestraMiga,-34.58480155290135,-58.45371077094156,Sandwich Place
20,CHACARITA,-34.588064710563,-58.4526819611767,Espacio Cultural Carlos Gardel,-34.58254133849326,-58.45088141577502,Cultural Center
21,CHACARITA,-34.588064710563,-58.4526819611767,Gambrinus,-34.58307578005073,-58.452669410636325,German Restaurant
22,CHACARITA,-34.588064710563,-58.4526819611767,Pau Pei,-34.58959505280599,-58.445064270477246,Café
23,CHACARITA,-34.588064710563,-58.4526819611767,Ajo Negro - Bar de Tapas,-34.58304,-58.447973,Bar
24,CHACARITA,-34.588064710563,-58.4526819611767,Garbarino,-34.586036680739824,-58.45221380179886,Office
25,CHACARITA,-34.588064710563,-58.4526819611767,Georgie’s,-34.582898,-58.451114,Taco Place
26,CHACARITA,-34.588064710563,-58.4526819611767,Le Blé,-34.5899,-58.446298,Bakery
27,CHACARITA,-34.588064710563,-58.4526819611767,El Galpón,-34.58565438650352,-58.45684962343385,Farmers Market
28,CHACARITA,-34.588064710563,-58.4526819611767,Nike Factory Store,-34.58956531341324,-58.44965131984179,Sporting Goods Shop
29,CHACARITA,-34.588064710563,-58.4526819611767,Rodney Bar,-34.591097446777596,-58.453217434676745,Bar
30,CHACARITA,-34.588064710563,-58.4526819611767,Kainos,-34.58340667238551,-58.45287256372787,Ice Cream Shop
31,CHACARITA,-34.588064710563,-58.4526819611767,Babylon l Rental & Studio,-34.585082923568145,-58.44624651546956,Recording Studio
32,CHACARITA,-34.588064710563,-58.4526819611767,Bar Guevar,-34.58696895748764,-58.450105382843496,Argentinian Restaurant
33,CHACARITA,-34.588064710563,-58.4526819611767,Parque Los Andes,-34.590753172020555,-58.44959378242492,Park
34,CHACARITA,-34.588064710563,-58.4526819611767,Parrilla Che Tito,-34.5894991976634,-58.44525760260176,Steakhouse
35,CHACARITA,-34.588064710563,-58.4526819611767,San Remo Pizza & Cafe,-34.58708161862193,-58.454901819057696,Pizza Place
36,CHACARITA,-34.588064710563,-58.4526819611767,Farmacity,-34.583399332085875,-58.45283175604806,Pharmacy
37,CHACARITA,-34.588064710563,-58.4526819611767,Aguirre,-34.58843761018143,-58.44485776859522,Café
38,CHACARITA,-34.588064710563,-58.4526819611767,Sabor Real,-34.588674,-58.445924,Latin American Restaurant
39,CHACARITA,-34.588064710563,-58.4526819611767,Productora La Corte,-34.58684736831045,-58.44731937371403,Office
40,CHACARITA,-34.588064710563,-58.4526819611767,Las Damas,-34.58429001397924,-58.4481428464969,Restaurant
41,CHACARITA,-34.588064710563,-58.4526819611767,Tienda de Café,-34.582426632917176,-58.45210425441286,Café
42,CHACARITA,-34.588064710563,-58.4526819611767,TAG BAR,-34.583284500447554,-58.44915978868873,Bagel Shop
43,CHACARITA,-34.588064710563,-58.4526819611767,Bonafide,-34.58559371868157,-58.45348579643188,Coffee Shop
44,CHACARITA,-34.588064710563,-58.4526819611767,Mordisco,-34.58673254793819,-58.445415256517144,Sandwich Place
45,CHACARITA,-34.588064710563,-58.4526819611767,Panaderia Gabi,-34.58288722709136,-58.452493476064866,Dessert Shop
46,CHACARITA,-34.588064710563,-58.4526819611767,Teatro Gargantúa,-34.58336087616836,-58.4491570395721,Theater
47,CHACARITA,-34.588064710563,-58.4526819611767,Parada 42,-34.58748664276834,-58.45470112187108,Bus Stop
48,CHACARITA,-34.588064710563,-58.4526819611767,Panadería Dorrego,-34.58933436475973,-58.446202373638805,Bakery
49,CHACARITA,-34.588064710563,-58.4526819611767,Ambiente Wok,-34.589703151408926,-58.445015917105245,Chinese Restaurant
50,CHACARITA,-34.588064710563,-58.4526819611767,Falena,-34.584293,-58.448082,Bookstore
51,CHACARITA,-34.588064710563,-58.4526819611767,Confiteria Gran Corrientes,-34.59163633631978,-58.44748926510678,Café
52,CHACARITA,-34.588064710563,-58.4526819611767,Club Atlético Fénix,-34.584343174574315,-58.44674599212777,Sports Club
53,PATERNAL,-34.59637822824235,-58.4675338194945,Osorio Resto-Bar,-34.59626433085311,-58.46685647964477,Diner
54,PATERNAL,-34.59637822824235,-58.4675338194945,Pito Cuatro,-34.59986377372565,-58.46321573066233,BBQ Joint
55,PATERNAL,-34.59637822824235,-58.4675338194945,El Unicornio Espacio de Arte y Creatividad,-34.59989768270272,-58.466744936152615,Arts & Entertainment
56,PATERNAL,-34.59637822824235,-58.4675338194945,Jose Maria Casas Arte Contemporáneo,-34.59845456167986,-58.46241474151611,Art Gallery
57,PATERNAL,-34.59637822824235,-58.4675338194945,Gabinete 2577,-34.598445892333984,-58.46230697631836,Art Gallery
58,PATERNAL,-34.59637822824235,-58.4675338194945,Yatasto,-34.60186711839993,-58.46919682413275,Pizza Place
59,PATERNAL,-34.59637822824235,-58.4675338194945,Estadio Malvinas Argentinas,-34.59196760140545,-58.47148597240448,Stadium
60,VILLA CRESPO,-34.59814167255655,-58.4411510115019,Tienda Kitsch,-34.59960264347711,-58.438886404037476,Gift Shop
61,VILLA CRESPO,-34.59814167255655,-58.4411510115019,"El ""CHIRI"" de Villa Crespo",-34.59567401369997,-58.43924326375011,Sandwich Place
62,VILLA CRESPO,-34.59814167255655,-58.4411510115019,Heladería Las Malvinas,-34.59810792617208,-58.44086855649948,Ice Cream Shop
63,VILLA CRESPO,-34.59814167255655,-58.4411510115019,Café Crespín,-34.59728518756359,-58.439385008187685,Coffee Shop
64,VILLA CRESPO,-34.59814167255655,-58.4411510115019,I Latina,-34.60038232699312,-58.44399344680588,Latin American Restaurant
65,VILLA CRESPO,-34.59814167255655,-58.4411510115019,Café San Bernardo,-34.597896508992534,-58.440953446995735,Pool Hall
66,VILLA CRESPO,-34.59814167255655,-58.4411510115019,Angelito,-34.600744254661016,-58.4398217732861,Pizza Place
67,VILLA CRESPO,-34.59814167255655,-58.4411510115019,La Crespo,-34.59444765981089,-58.44162612368723,Jewish Restaurant
68,VILLA CRESPO,-34.59814167255655,-58.4411510115019,Querido Hotel,-34.5944470636401,-58.44044569666128,Bed & Breakfast
69,VILLA CRESPO,-34.59814167255655,-58.4411510115019,Nün Teatro Bar,-34.598795,-58.436078,Theater
70,VILLA CRESPO,-34.59814167255655,-58.4411510115019,Almacén Purista,-34.596614138131294,-58.43840099765258,Vegetarian / Vegan Restaurant
71,VILLA CRESPO,-34.59814167255655,-58.4411510115019,La Birra Bar,-34.59563727832951,-58.43896687030792,Burger Joint
72,VILLA CRESPO,-34.59814167255655,-58.4411510115019,Frankie 400,-34.59823261445249,-58.44080562499644,Coffee Shop
73,VILLA CRESPO,-34.59814167255655,-58.4411510115019,Lenacha,-34.602225161673864,-58.44227170302887,Café
74,VILLA CRESPO,-34.59814167255655,-58.4411510115019,Betsubara Dojo,-34.60167578060574,-58.444505053432586,Martial Arts Dojo
75,VILLA CRESPO,-34.59814167255655,-58.4411510115019,Salgado Alimentos,-34.59912040183079,-58.4358465856894,Italian Restaurant
76,VILLA CRESPO,-34.59814167255655,-58.4411510115019,Swing City BA,-34.60138194315087,-58.44100093540514,Dance Studio
77,VILLA CRESPO,-34.59814167255655,-58.4411510115019,Paladar,-34.59855177928396,-58.442281366388514,Restaurant
78,VILLA CRESPO,-34.59814167255655,-58.4411510115019,Tintorería Yafuso,-34.599205232343195,-58.43579113483429,Sushi Restaurant
79,VILLA CRESPO,-34.59814167255655,-58.4411510115019,Malvón,-34.5943500879268,-58.43910902684418,Café
80,VILLA CRESPO,-34.59814167255655,-58.4411510115019,El Club de la Empanada,-34.599761,-58.438271,Empanada Restaurant
81,VILLA CRESPO,-34.59814167255655,-58.4411510115019,878 Bar,-34.592848903310234,-58.438998641980106,Cocktail Bar
82,VILLA CRESPO,-34.59814167255655,-58.4411510115019,El Patio,-34.593112291809824,-58.439914603487765,BBQ Joint
83,VILLA CRESPO,-34.59814167255655,-58.4411510115019,Share Resto & Bar,-34.598876839912926,-58.43559747811912,Fast Food Restaurant
84,VILLA CRESPO,-34.59814167255655,-58.4411510115019,Un Mundo Aceitado,-34.600503435007425,-58.436257839202874,Gourmet Shop
85,VILLA CRESPO,-34.59814167255655,-58.4411510115019,Sonidero Vintage,-34.599902300209294,-58.438937376157256,Music Venue
86,VILLA CRESPO,-34.59814167255655,-58.4411510115019,Lo de Jimena - Parrilla al Carbón,-34.5930747732857,-58.43721588964686,BBQ Joint
87,VILLA CRESPO,-34.59814167255655,-58.4411510115019,1893,-34.59715157093544,-58.434313649984055,Pizza Place
88,VILLA CRESPO,-34.59814167255655,-58.4411510115019,Confitería del Duende,-34.595434147623735,-58.44391822814942,Bakery
89,VILLA CRESPO,-34.59814167255655,-58.4411510115019,Helados Daniel,-34.594982,-58.439884,Ice Cream Shop
90,VILLA CRESPO,-34.59814167255655,-58.4411510115019,Club de Trapecistas,-34.60465823149467,-58.43917045835059,Dance Studio
91,VILLA CRESPO,-34.59814167255655,-58.4411510115019,Converse,-34.59405352268338,-58.43744029616395,Clothing Store
92,VILLA CRESPO,-34.59814167255655,-58.4411510115019,BA Pole Studio,-34.59850138303454,-58.4364879004573,Gym / Fitness Center
93,VILLA CRESPO,-34.59814167255655,-58.4411510115019,Nápoles,-34.596581417937,-58.44234444093855,Pizza Place
94,VILLA CRESPO,-34.59814167255655,-58.4411510115019,Coliseum Gym,-34.6002466919446,-58.441695580451984,Gym
95,VILLA CRESPO,-34.59814167255655,-58.4411510115019,Starbucks,-34.59860560396105,-58.44019452457394,Coffee Shop
96,VILLA CRESPO,-34.59814167255655,-58.4411510115019,Arcade Club Social,-34.60000888400419,-58.44683110713958,Arcade
97,VILLA CRESPO,-34.59814167255655,-58.4411510115019,Willie Reeb,-34.59485300414131,-58.44005900691177,Beer Bar
98,VILLA CRESPO,-34.59814167255655,-58.4411510115019,Veterinaria Dr. Baamonde,-34.60408522503783,-58.4453344714735,Veterinarian
99,VILLA CRESPO,-34.59814167255655,-58.4411510115019,El Burgues Outlet,-34.59483891430158,-58.43776577883612,Clothing Store
100,VILLA CRESPO,-34.59814167255655,-58.4411510115019,La Esperanza de los Ascurra,-34.59750502032634,-58.435810026660725,Tapas Restaurant
101,VILLA CRESPO,-34.59814167255655,-58.4411510115019,Hasta la masa,-34.59493208642261,-58.43669370670772,Empanada Restaurant
102,VILLA CRESPO,-34.59814167255655,-58.4411510115019,La Tenda,-34.593238474523915,-58.43975574658182,Café
103,VILLA CRESPO,-34.59814167255655,-58.4411510115019,Battuta Veloce,-34.59366881255646,-58.437702719599386,Beer Bar
104,VILLA CRESPO,-34.59814167255655,-58.4411510115019,Yeite,-34.596012097014366,-58.44928027716009,Deli / Bodega
105,VILLA CRESPO,-34.59814167255655,-58.4411510115019,Movistar Arena,-34.59434783150519,-58.44803273677826,Stadium
106,VILLA CRESPO,-34.59814167255655,-58.4411510115019,Croque Madame Villa Crespo,-34.59932887156641,-58.43427300453186,French Restaurant
107,VILLA CRESPO,-34.59814167255655,-58.4411510115019,Megatlon,-34.59551981878356,-58.44459841094912,Gym
108,VILLA CRESPO,-34.59814167255655,-58.4411510115019,Lo de Carlitos,-34.60115781229565,-58.44095977755312,Creperie
109,VILLA CRESPO,-34.59814167255655,-58.4411510115019,galponderopa.com,-34.5931201888752,-58.438146114349365,Clothing Store
110,VILLA CRESPO,-34.59814167255655,-58.4411510115019,Parrilla Don Jorge,-34.59354593847932,-58.444268937221715,BBQ Joint
111,VILLA CRESPO,-34.59814167255655,-58.4411510115019,Defamily,-34.60231916222703,-58.44396455899804,Café
112,VILLA CRESPO,-34.59814167255655,-58.4411510115019,Plaza General Benito Nazar,-34.604533472151324,-58.44503462453136,Plaza
113,VILLA CRESPO,-34.59814167255655,-58.4411510115019,Club Atletico Atlanta - Sede Social,-34.59390379899808,-58.44698495745932,Athletics & Sports
114,VILLA CRESPO,-34.59814167255655,-58.4411510115019,De Niro Hamburguesas,-34.602574,-58.441417,Burger Joint
115,VILLA CRESPO,-34.59814167255655,-58.4411510115019,il Vero Amaretto,-34.596271631443905,-58.44239794221904,Ice Cream Shop
116,VILLA CRESPO,-34.59814167255655,-58.4411510115019,Il Migliore,-34.59902279541558,-58.44185812535018,Pizza Place
117,VILLA CRESPO,-34.59814167255655,-58.4411510115019,Club Fulgor de Villa Crespo,-34.59325025605457,-58.43805067718631,Social Club
118,VILLA CRESPO,-34.59814167255655,-58.4411510115019,La Continental,-34.59642951153295,-58.442615755252106,Pizza Place
119,VILLA CRESPO,-34.59814167255655,-58.4411510115019,Parrilla Segundo,-34.60468132704604,-58.43999897818575,Argentinian Restaurant
120,VILLA CRESPO,-34.59814167255655,-58.4411510115019,Subway,-34.59499970581365,-58.44434339537568,Sandwich Place
121,VILLA CRESPO,-34.59814167255655,-58.4411510115019,El Trébol,-34.604620045881084,-58.43738037821027,Cafeteria
122,VILLA CRESPO,-34.59814167255655,-58.4411510115019,La Unica Parrilla,-34.59693546091154,-58.44195757203464,Argentinian Restaurant
123,VILLA CRESPO,-34.59814167255655,-58.4411510115019,Josefina,-34.60066965367416,-58.441751468096534,Argentinian Restaurant
124,VILLA CRESPO,-34.59814167255655,-58.4411510115019,Punta Serrano,-34.59627445212056,-58.44252243540432,Argentinian Restaurant
125,VILLA CRESPO,-34.59814167255655,-58.4411510115019,Serrano  Corner - Fútbol,-34.59818033798517,-58.44519310745596,Soccer Field
126,VILLA CRESPO,-34.59814167255655,-58.4411510115019,Simão,-34.59721988902545,-58.44158003136924,Breakfast Spot
127,VILLA CRESPO,-34.59814167255655,-58.4411510115019,Pizza Crespo,-34.59827275848739,-58.44072358274896,Pizza Place
128,VILLA CRESPO,-34.59814167255655,-58.4411510115019,La Farola de Villa Crespo,-34.595434147623735,-58.443403244018555,Argentinian Restaurant
129,VILLA CRESPO,-34.59814167255655,-58.4411510115019,Bonafide,-34.597871012742424,-58.440906015311825,Café
130,VILLA CRESPO,-34.59814167255655,-58.4411510115019,Lucerna,-34.59780423864723,-58.44060302628831,Shoe Store
131,VILLA CRESPO,-34.59814167255655,-58.4411510115019,Cabo Polonio,-34.60456527957894,-58.440016307795155,Café
132,VILLA CRESPO,-34.59814167255655,-58.4411510115019,Los Bohemios,-34.5941587613075,-58.44662335255493,Argentinian Restaurant
133,VILLA CRESPO,-34.59814167255655,-58.4411510115019,Easy Premium Palermo,-34.59239237979515,-58.43884158342285,Hotel
134,VILLA CRESPO,-34.59814167255655,-58.4411510115019,Estadio Don León Kolbowski (Club Atlético Atlanta),-34.59521335281492,-58.44907879829407,Soccer Stadium
135,VILLA CRESPO,-34.59814167255655,-58.4411510115019,"Club Atlético Atlanta - Gimnasio ""Cacho"" de Zanzi",-34.595363493348756,-58.448724746704094,Athletics & Sports
136,VILLA DEL PARQUE,-34.6059022854691,-58.49009215319905,A Mi Manera,-34.604966064412494,-58.49304961705188,Italian Restaurant
137,VILLA DEL PARQUE,-34.6059022854691,-58.49009215319905,Chungo,-34.60389406651682,-58.493427830136,Ice Cream Shop
138,VILLA DEL PARQUE,-34.6059022854691,-58.49009215319905,Daneri,-34.60766168850167,-58.49207049003529,Pharmacy
139,VILLA DEL PARQUE,-34.6059022854691,-58.49009215319905,Cadore,-34.602454524621685,-58.49446934746186,Ice Cream Shop
140,VILLA DEL PARQUE,-34.6059022854691,-58.49009215319905,Lo de Carlitos,-34.60273624881984,-58.491532241875994,Argentinian Restaurant
141,VILLA DEL PARQUE,-34.6059022854691,-58.49009215319905,Racing Club - Sede Villa del Parque,-34.602428623367196,-58.49148988723754,Athletics & Sports
142,VILLA DEL PARQUE,-34.6059022854691,-58.49009215319905,Walmart,-34.60418317353425,-58.493976332276155,Big Box Store
143,VILLA DEL PARQUE,-34.6059022854691,-58.49009215319905,Eter Club,-34.604034596664874,-58.49309221777546,Cocktail Bar
144,VILLA DEL PARQUE,-34.6059022854691,-58.49009215319905,El Antojo,-34.60053004543539,-58.49555868659429,Argentinian Restaurant
145,VILLA DEL PARQUE,-34.6059022854691,-58.49009215319905,Café Bar El Tokio,-34.61243496115577,-58.49170709759357,Café
146,VILLA DEL PARQUE,-34.6059022854691,-58.49009215319905,Farmacity,-34.60282667534418,-58.49407819699241,Pharmacy
147,VILLA DEL PARQUE,-34.6059022854691,-58.49009215319905,Plaza Aristóbulo del Valle,-34.604900020839025,-58.492785419705164,Plaza
148,VILLA DEL PARQUE,-34.6059022854691,-58.49009215319905,Adela's Coffee Bar,-34.604128599204095,-58.49314183114979,Mediterranean Restaurant
149,VILLA DEL PARQUE,-34.6059022854691,-58.49009215319905,Las Buenas Artes,-34.603306,-58.49278,Bakery
150,VILLA DEL PARQUE,-34.6059022854691,-58.49009215319905,Victoria Plaza,-34.60880910320088,-58.48353311909336,Argentinian Restaurant
151,VILLA DEL PARQUE,-34.6059022854691,-58.49009215319905,Paseo Comercial Cuenca,-34.60281044021218,-58.49560601687851,Shopping Mall
152,VILLA DEL PARQUE,-34.6059022854691,-58.49009215319905,El Ombú,-34.6088996196841,-58.48325360837748,Pizza Place
153,VILLA DEL PARQUE,-34.6059022854691,-58.49009215319905,Farmacity,-34.60096272861149,-58.49560272147035,Pharmacy
154,VILLA DEL PARQUE,-34.6059022854691,-58.49009215319905,Solera Del Parque,-34.60429380797334,-58.49311444116632,Pizza Place
155,VILLA DEL PARQUE,-34.6059022854691,-58.49009215319905,Estación Villa del Parque [Línea San Martín],-34.60136889217704,-58.494611978530884,Train Station
156,VILLA DEL PARQUE,-34.6059022854691,-58.49009215319905,Grand Park,-34.608339927384826,-58.487657805102515,Café
157,VILLA DEL PARQUE,-34.6059022854691,-58.49009215319905,SushiClub,-34.60220306681657,-58.49282317393384,Sushi Restaurant
158,VILLA DEL PARQUE,-34.6059022854691,-58.49009215319905,Frávega,-34.602225,-58.494826,Electronics Store
159,VILLA DEL PARQUE,-34.6059022854691,-58.49009215319905,El Nuevo Hornito,-34.60775057635356,-58.48427430085584,Pizza Place
160,VILLA DEL PARQUE,-34.6059022854691,-58.49009215319905,Chungo,-34.60172005645147,-58.49426756696395,Restaurant
161,VILLA DEL PARQUE,-34.6059022854691,-58.49009215319905,Av. Álvarez Jonte y Av. Nazca,-34.6088551617948,-58.48345667123794,Intersection
162,VILLA DEL PARQUE,-34.6059022854691,-58.49009215319905,Parada Línea 109,-34.60656435349811,-58.48209954241049,Bus Stop
163,VILLA DEL PARQUE,-34.6059022854691,-58.49009215319905,Plazoleta Raffo Bonta,-34.60255667330364,-58.48292827606201,Plaza
164,ALMAGRO,-34.60989366828585,-58.4226264497822,Las Violetas,-34.61127486820083,-58.421056913363,Coffee Shop
165,ALMAGRO,-34.60989366828585,-58.4226264497822,El Baquiano - Fiambrería,-34.610394772696836,-58.421247692005515,Gourmet Shop
166,ALMAGRO,-34.60989366828585,-58.4226264497822,El Boliche de Roberto,-34.60693236900987,-58.418658578169904,Bar
167,ALMAGRO,-34.60989366828585,-58.4226264497822,La Catedral,-34.60495750805603,-58.42168337069161,Performing Arts Venue
168,ALMAGRO,-34.60989366828585,-58.4226264497822,El Patio de Mingo,-34.609926731811065,-58.42265160593372,Argentinian Restaurant
169,ALMAGRO,-34.60989366828585,-58.4226264497822,Hasta Trilce,-34.61305905241849,-58.416477754936274,Indie Theater
170,ALMAGRO,-34.60989366828585,-58.4226264497822,Heladería Tino,-34.60894245526847,-58.43074072883604,Ice Cream Shop
171,ALMAGRO,-34.60989366828585,-58.4226264497822,Sr. Duncan,-34.61143922775472,-58.420095892286405,Bar
172,ALMAGRO,-34.60989366828585,-58.4226264497822,El Mirasol de Boedo,-34.61293641469864,-58.41752838470169,Argentinian Restaurant
173,ALMAGRO,-34.60989366828585,-58.4226264497822,El Puente,-34.611025283732054,-58.418475693277436,Cheese Shop
174,ALMAGRO,-34.60989366828585,-58.4226264497822,Basílica de San Carlos Borromeo y María Auxiliadora,-34.614684356533445,-58.42297453911351,Church
175,ALMAGRO,-34.60989366828585,-58.4226264497822,El Fuelle,-34.609878061962114,-58.42121548550289,Pizza Place
176,ALMAGRO,-34.60989366828585,-58.4226264497822,Tribeca Studios Flat,-34.610543606864596,-58.42725210202991,Hotel
177,ALMAGRO,-34.60989366828585,-58.4226264497822,Don Ignacio,-34.610777683666115,-58.41511127157307,Argentinian Restaurant
178,ALMAGRO,-34.60989366828585,-58.4226264497822,Gala gym,-34.6119235587726,-58.42308456820677,Gym
179,ALMAGRO,-34.60989366828585,-58.4226264497822,Burger King,-34.61401886717064,-58.42721193578357,Fast Food Restaurant
180,ALMAGRO,-34.60989366828585,-58.4226264497822,G-104,-34.611052138484446,-58.42491286375251,Concert Hall
181,ALMAGRO,-34.60989366828585,-58.4226264497822,El Baquiano,-34.605902842391394,-58.41985441535482,Cheese Shop
182,ALMAGRO,-34.60989366828585,-58.4226264497822,Ladobueno,-34.615018497356104,-58.42725454683949,Ice Cream Shop
183,ALMAGRO,-34.60989366828585,-58.4226264497822,Dambleé,-34.610588,-58.414623,Argentinian Restaurant
184,ALMAGRO,-34.60989366828585,-58.4226264497822,El Molino Dorado,-34.616978863807475,-58.42446647765094,Eastern European Restaurant
185,ALMAGRO,-34.60989366828585,-58.4226264497822,Mercado De Flores de BA,-34.60465817102069,-58.42266322199729,Flower Shop
186,ALMAGRO,-34.60989366828585,-58.4226264497822,Hotel Boutique Racó de  Buenos Aires,-34.61536153359879,-58.421817723239506,Hotel
187,ALMAGRO,-34.60989366828585,-58.4226264497822,Los Orientales,-34.611945868443286,-58.422121583735205,Argentinian Restaurant
188,ALMAGRO,-34.60989366828585,-58.4226264497822,Cúrcuma Cocina,-34.605452,-58.41672800000001,Vegetarian / Vegan Restaurant
189,ALMAGRO,-34.60989366828585,-58.4226264497822,SportClub,-34.60441949677737,-58.42122910894867,Gym
190,ALMAGRO,-34.60989366828585,-58.4226264497822,El Podio,-34.608022984200474,-58.41527362573578,Ice Cream Shop
191,ALMAGRO,-34.60989366828585,-58.4226264497822,El Salteño,-34.60490874958798,-58.424427881196166,Restaurant
192,ALMAGRO,-34.60989366828585,-58.4226264497822,Peluffo,-34.60274719747875,-58.42527727180851,Paper / Office Supplies Store
193,ALMAGRO,-34.60989366828585,-58.4226264497822,El Estepario,-34.605316180734434,-58.42124522854792,Indie Theater
194,ALMAGRO,-34.60989366828585,-58.4226264497822,Starbucks,-34.61529,-58.42906,Coffee Shop
195,ALMAGRO,-34.60989366828585,-58.4226264497822,Heladería Malibú,-34.61327061164929,-58.42507427990736,Dessert Shop
196,ALMAGRO,-34.60989366828585,-58.4226264497822,Lo de Fran,-34.60720607690748,-58.42001974582672,BBQ Joint
197,ALMAGRO,-34.60989366828585,-58.4226264497822,Centro de las Artes UNSAM,-34.609811042055554,-58.41442465782165,Concert Hall
198,ALMAGRO,-34.60989366828585,-58.4226264497822,Antigua Querencia,-34.604970078656066,-58.4290061991213,Argentinian Restaurant
199,ALMAGRO,-34.60989366828585,-58.4226264497822,Cremolatti,-34.61148309403639,-58.4210394118435,Ice Cream Shop
200,ALMAGRO,-34.60989366828585,-58.4226264497822,Toñito,-34.608433480744715,-58.424650696916174,Argentinian Restaurant
201,ALMAGRO,-34.60989366828585,-58.4226264497822,Grido,-34.60855784880575,-58.42301373997932,Ice Cream Shop
202,ALMAGRO,-34.60989366828585,-58.4226264497822,Café Bar La Orquídea,-34.6029183297825,-58.42255847332825,Café
203,ALMAGRO,-34.60989366828585,-58.4226264497822,La Blanquita,-34.60675173890826,-58.41869489417446,Argentinian Restaurant
204,ALMAGRO,-34.60989366828585,-58.4226264497822,Plantas Faitful,-34.6038733285562,-58.42291179375934,Garden Center
205,ALMAGRO,-34.60989366828585,-58.4226264497822,Pin Pun,-34.60328487535723,-58.42041405977245,Pizza Place
206,ALMAGRO,-34.60989366828585,-58.4226264497822,El Símbolo,-34.60343049846772,-58.41782167553902,Breakfast Spot
207,ALMAGRO,-34.60989366828585,-58.4226264497822,Restaurante Centro Navarro,-34.614651020377565,-58.418541297788536,Spanish Restaurant
208,ALMAGRO,-34.60989366828585,-58.4226264497822,Estación 17 - Plaza Almagro [Ecobici],-34.60627226117928,-58.41907459656295,Bike Rental / Bike Share
209,ALMAGRO,-34.60989366828585,-58.4226264497822,San Marino,-34.60475947265887,-58.42436087788155,Café
210,ALMAGRO,-34.60989366828585,-58.4226264497822,Café Martínez,-34.60339326380737,-58.417995152753505,Café
211,ALMAGRO,-34.60989366828585,-58.4226264497822,Farmacity,-34.61477578634895,-58.42849802154721,Pharmacy
212,ALMAGRO,-34.60989366828585,-58.4226264497822,Plaza Almagro,-34.60578434959029,-58.4191346168518,Plaza
213,ALMAGRO,-34.60989366828585,-58.4226264497822,The Rozz,-34.60907294504861,-58.42140142183741,Pizza Place
214,ALMAGRO,-34.60989366828585,-58.4226264497822,Acatraz,-34.611027579882865,-58.417695243452826,Bar
215,ALMAGRO,-34.60989366828585,-58.4226264497822,Arredo,-34.603989111940635,-58.42101098596492,Furniture / Home Store
216,ALMAGRO,-34.60989366828585,-58.4226264497822,Subway,-34.609903498996296,-58.415722379613385,Sandwich Place
217,ALMAGRO,-34.60989366828585,-58.4226264497822,Vademecum,-34.60600628697954,-58.42533542055424,Café
218,ALMAGRO,-34.60989366828585,-58.4226264497822,Hobbs,-34.61256603490825,-58.42371582984924,Italian Restaurant
219,ALMAGRO,-34.60989366828585,-58.4226264497822,El Vasquito,-34.61216415290243,-58.430263299238774,Empanada Restaurant
220,ALMAGRO,-34.60989366828585,-58.4226264497822,Havanna,-34.611218813206236,-58.42009297983823,Café
